Sentence,Emotion
"thiếu kinh_nghiệm truyền_đạt .",Buồn bã
"bài giảng thú_vị .",Vui vẻ
"em nghĩ nội_dung thực_hành nên gần với đồ_án hơn .",Trung lập
"thầy nhiệt_huyết và giảng bao_quát đề_cập đến nhiều khía_cạnh của bài học_vấn_đề .",Vui vẻ
"giảng_viên giảng bài kỹ .",Vui vẻ
"hệ_thống đồ_án chấm điểm theo mức_độ hoàn_thành của sinh_viên , tạo sự ganh_đua không hề nhẹ với những nhóm làm chung đồ_án , kích_thích sáng_tạo không ngừng tìm_hiểu xây_dựng thêm chức_năng mới cho đồ_án nếu muốn được điểm_cao .",Trung lập
"nhiệt_tình , tâm_huyết .",Vui vẻ
"ít chú_trọng phần ngữ_pháp .",Trung lập
"giảng_viên còn chưa tận_tâm , phong_cách giảng_dạy chưa thu_hút được sinh_viên .",Buồn bã
"giảng rất dễ hiểu , hướng_dẫn làm thực_hành tốt .",Vui vẻ
"thầy dạy rất nhiệt_tình , khi dạy thầy luôn đi tới từng sinh_viên để hướng_dẫn .",Vui vẻ
"giảng_viên nhiệt_tình trong giảng_dạy và chấm điểm .",Vui vẻ
"cách truyền_đạt kiến_thức đối_với em là rất hiệu_quả , trao_đổi bài với sinh_viên , cô rất nhiệt_tình !",Vui vẻ
"giảng_dạy hay , dễ hiểu , tận_tình .",Vui vẻ
"kiến_thức rộng , kinh_nghiệm thực_tế nhiều , truyền_cảm_hứng cho sinh_viên .",Vui vẻ
"cách dạy sáng_tạo .",Vui vẻ
"giảng bài dễ tiếp_thu .",Vui vẻ
"em rất hài_lòng với cô .",Vui vẻ
"thầy dạy dễ hiểu , sinh_động .",Vui vẻ
"cô chưa nắm_bắt được thực_trạng học của sinh_viên .",Buồn bã
"ảnh_hưởng đến tiến_độ học_tập và quỹ thời_gian của sinh_viên ( do học bù ) .",Buồn bã
"cô giảng bài dễ hiểu .",Vui vẻ
"điều em hài_lòng nhất đó là thầy đi rất đúng giờ và không dạy quá nhanh .",Vui vẻ
"nên có giáo_trình thống_nhất cho tất_cả các lớp và học_kỳ học .",Trung lập
"em nghĩ cần có các bài_tập lớn để nâng cao khả_năng lập_trình của các sinh_viên .",Trung lập
"rất nhiệt_tình với sinh_viên .",Vui vẻ
"giảng_viên có phương_pháp giảng_dạy hay , cập_nhật , phù_hợp với sinh_viên .",Vui vẻ
"giảng_dạy tốt và có tâm .",Vui vẻ
"dạy lý_thuyết hơi nhiều .",Trung lập
"giảng_viên chấm bài quy_chụp theo kết_quả .",Buồn bã
"thời_lượng môn_học quá dài , sinh_viên cảm_thấy mệt_mỏi .",Buồn bã
"giảng_viên vui_tính dễ tương_tác với sinh_viên .",Vui vẻ
"nhiệt_tình hay giúp_đỡ sinh_viên khi không biết , cho nhiều bài_tập .",Vui vẻ
"thầy cho điểm phần_nào còn theo cảm_tính , chưa được công_bằng .",Buồn bã
"thầy giảng_dạy rất nhiệt_tình .",Vui vẻ
"thầy nhiệt_tình , bài giảng phong_phú đa_dạng .",Vui vẻ
"không có gì đặc_biệt .",Trung lập
"mỗi tháng chỉ gặp giảng_viên một lần rất khó cho việc học_hỏi , hướng_dẫn từ giáo_viên .",Buồn bã
"thầy nên chuẩn_bị riêng một slide cho mình để giảng_dạy , không nên lấy slide của người khác rồi đến khi sơ sót , thầy lại lấy cái lý_do "" đây không là slide của tôi "" , "" cái này tôi cũng không rõ nữa "" .",Tức giận
"thầy cho làm các bài_tập tại lớp trong khi sinh_viên chưa biết gì về vấn_đề đó .",Buồn bã
"đôi_khi đi quá sâu vào một vấn_đề bên lề .",Trung lập
"giảng_viên dạy tận_tâm , nhiệt_tình , dễ hiểu .",Vui vẻ
"cô thật nhiệt_tình .",Vui vẻ
"phòng thực_hành tốt .",Trung lập
"nói_chuyện lan_man , không liên_quan đến môn_học quá nhiều .",Buồn bã
"giảng_viên rất tận_tâm .",Vui vẻ
"phân_bổ hợp_lý thời_gian học và nên cho xem nhiều video hơn là nghe .",Trung lập
"thầy bận nhiều nên cũng nghỉ nhiều , hi_vọng thầy có_thể sắp_xếp thời_gian .",Trung lập
"giáo_viên sử_dụng giờ trên lớp hiệu_quả .",Vui vẻ
"giáo_viên tận_tình , dạy truyền_đạt tốt .",Vui vẻ
"giảng_viên dạy tốt , nhiệt_tình .",Vui vẻ
"giảng_viên tạo cảm_hứng cho sinh_viên học_tập .",Vui vẻ
"chán .",Buồn bã
"thầy nhiệt_tình , tận_tâm giúp_đỡ sinh_viên .",Vui vẻ
"dạy quá chậm , quá cặn_kẽ .",Buồn bã
"thầy wzjwz174 ít cho bài_tập về nhà .",Trung lập
"thầy đôi_khi nói hơi khó hiểu .",Buồn bã
"giảng_viên tận_tâm , nhiệt_tình , hỗ_trợ giải_đáp thắc_mắc môn_học cho sinh_viên .",Vui vẻ
"nên đi_sâu vào vấn_đề , giúp sinh_viên hiểu tốt môn_học , và nên có những ứng_dụng_cụ_thể mà môn_học đem lại .",Trung lập
"làm bài_tập .",Trung lập
"cứ ngỡ được 10 điểm là chắc_chắn rồi .",Trung lập
"thầy yêu_cầu quá cao đối_với một sinh_viên có_thể tiếp_thu mọi kỹ_năng cần truyền_đạt vào một đồ_án .",Buồn bã
"thêm phòng thiết_bị để thực_hành .",Trung lập
"dễ hiểu đầy_đủ .",Vui vẻ
"điểm .",Trung lập
"giáo_viên tốt_bụng , vui_tính .",Vui vẻ
"slide quá khó hiểu , nhiều chỗ không giải_thích rõ_ràng , đặc_biệt là các bài hướng_dẫn thực_hành .",Buồn bã
"nói rõ mục_tiêu cũng như các bước làm của lab , khối_lượng bài_tập vừa_phải .",Trung lập
"giải_đáp kịp_thời những thắc_mắc cho sinh_viên .",Trung lập
"giảng_viên nhiệt_tình , phương_pháp dạy dễ tiếp_cận , dễ hiểu .",Vui vẻ
"phòng học cần lắp thêm quạt và ổ_cắm vì sinh_viên phải sử_dụng laptop để làm bài_tập , cần có thêm màn che cửa_sổ để có_thể theo_dõi bài giảng trên slide tốt hơn .",Trung lập
"bài_tập không cho ví_dụ về nhà để xem_lại .",Buồn bã
"giảng_viên thiếu rất nhiều hoạt_động để việc học bớt nhàm_chán khi quá bám sát bài_học .",Trung lập
"thầy dạy dễ hiểu , rất hài_lòng .",Vui vẻ
"micro và các thiết_bị âm_thanh , máy_chiếu cần nâng_cấp .",Tức giận
"cách giảng bài dễ hiểu , hay .",Vui vẻ
đầy_đủ kiến_thức .,Trung lập
chất_lượng phòng máy rất tệ .,Tức giận
"thầy giảng ngắn_gọn , đầy_đủ .",Vui vẻ
tốt giỏi chu_đáo .,Vui vẻ
"tuy có phần chém gió kinh_điển nhưng kiến_thức , hiểu_biết rộng , đặc_biệt về công_nghệ .",Trung lập
"chờ học_sinh gửi email mới show được slide to lên , giảng cho qua_loa không hỏi học_sinh có hiểu gì hay không ?",Tức giận
tạo niềm vui cho bọn em tuy lý_thuyết bọn em rất đuối sức .,Vui vẻ
"nhiệt_tình , truyền_cảm_hứng .",Vui vẻ
"thầy hài_hước , giọng truyền_cảm .",Vui vẻ
"thầy dạy rất nhiệt_tình , tâm_huyết , dễ hiểu .",Vui vẻ
không hiểu cách chấm bài thi của thầy .,Buồn bã
tiết học chưa được thu_hút .,Buồn bã
giảng_viên nên thay_đổi phương_pháp giảng_dạy để tương_tác nhiều hơn với sinh_viên .,Trung lập
cần vào thẳng nội_dung .,Trung lập
"thầy đẹp_trai , dạy dễ hiểu , hay trò_chuyện thực_tiễn với học_sinh .",Vui vẻ
cô dạy trên lớp và thực_hành tận_tâm .,Vui vẻ
em rất hài_lòng về thầy .,Vui vẻ
"thầy quá bảo_thủ , thầy luôn cho rằng ý_kiến của thầy là đúng nhất , ngoài_ra mọi ý_kiến khác đều sai .",Tức giận
"thầy wzjwz252 giảng bài rất thu_hút , kiến_thức thầy rất rộng , luôn giải_đáp thắc_mắc cho sinh_viên .",Vui vẻ
"giảng_viên rất hòa đồng vui_vẻ , nhiệt_tình trong giảng_dạy .",Vui vẻ
"giảng_viên tận_tâm , tạo điều_kiện cho học_sinh làm bài_tập .",Vui vẻ
cần giải bài_tập nhiều hơn .,Trung lập
"kiến_thức thực_tiễn của thầy rộng , giảng_dạy vui_vẻ .",Vui vẻ
cô cũng không cung_cấp hay giải_thích gì đáp_án của bài thi .,Buồn bã
"thầy rất nhiệt_tình , nói rất nhiều đến khản giọng mà sức truyền_tải không bằng thầy wzjwz159 .",Buồn bã
kiến_thức giảng_dạy môn tiếng anh hầu_như không giúp_ích nhiều cho sinh_viên trong việc tìm_hiểu các tài_liệu chuyên_ngành .,Buồn bã
"thấy rất hiền , rất chi là hơi trẻ_con .",Trung lập
"giảng_dạy hay , dễ hiểu , cuốn_hút sinh_viên .",Vui vẻ
"cách tìm_kiếm chúng ở đâu , khai_thác chúng ở đâu chứ không phải là phải nhớ mấy cái phương_thức hay các hàm rồi viết lên giấy vào_đề thi cuối kỳ .",Trung lập
"giảng hơi nhanh , chưa kỹ lắm .",Buồn bã
"những phần trọng_tâm bài_tập thì cũng không nói được "" đây là phần quan_trọng có trong đề thi các em cần chú_ý "" .",Buồn bã
"nghe , nói luyện_tập cao .",Trung lập
giáo_viên giảng hay dễ hiểu .,Vui vẻ
sử_dụng phần_mềm crack .,Trung lập
nhiều khi dạy quá thời_gian .,Buồn bã
tuy dạy chậm giúp học_sinh dễ hiêu tuy_nhiên nhiều bài khó thì sẽ khiến sinh_viên dễ chán .,Buồn bã
"thầy vui_tính , thương sinh_viên , dạy dễ hiểu .",Vui vẻ
thầy bằng nhiệt_tình tận_tụy với sinh_viên trong việc hướng_dẫn đồ_án .,Vui vẻ
"dạy dễ hiểu , thân_thiện .",Vui vẻ
có các phần ôn_tập không liên tới bài kiểm_tra .,Buồn bã
không nên tổ_chức thực_hành hình_thức 2 .,Trung lập
sự thân_thiện và tận_tình đối_với học_viên .,Vui vẻ
"thầy giảng bài nhiệt_tình , gần_gũi với sinh_viên , nội_dung không hiểu có_thể hỏi ngay thầy tại lớp .",Vui vẻ
giảng_viên cần nắm vững xem sinh_viên có hiểu được bài hay không và đưa ra phương_án để sinh_viên nắm vững kiến_thức .,Trung lập
thầy thiện nhiệt_tình .,Vui vẻ
truyền_đạt thực_tiễn vấn_đề .,Trung lập
giáo_viên rất nhiệt_tình và tâm_huyết đối_với sinh_viên .,Vui vẻ
"âm_thanh thầy giảng hơi nhỏ , khó_khăn trong việc nghe giảng .",Buồn bã
nên thay_đổi hình_thức khảo_sát với môn_học này thì môn_học này không có lên_lớp và chỉ có đến hạn thì báo_cáo với giảng_viên .,Trung lập
"sinh_viên hỏi , nhận câu trả_lời cũng như_không hỏi .",Buồn bã
"thầy dạy khá nhiệt_tình , vui_tính .",Vui vẻ
"em nghĩ chỉ nên bắt_buộc các bài_tập có dạng căn_bản , còn bài_tập tương_tự thì chỉ khuyến_khích sinh_viên làm thêm .",Trung lập
thầy dạy rất hay ạ !,Vui vẻ
"không thống_nhất trước về hình_thức thi và làm bài_tập , đến những tuần cuối_cùng mới công_bố .",Buồn bã
nhằm giảm thời_lượng giảng_dạy cũng như sự thú_vị khi học môn toán .,Buồn bã
"giảng_viên dạy nhiệt_tình , dễ hiểu .",Vui vẻ
em mong cô cũng như toàn_thể các giảng_viên hãy xem_xét_lại việc điểm_danh vì đại_học dù_sao cũng là tự học chứ không phải như là phổ_thông nữa .,Trung lập
"cô cực_kỳ nhiệt_huyết , cô rất dễ_thương colonlove cô yêu học_trò của mình , cô cực_kỳ khách_quan , phong_cách làm_việc của cô rất giống người nước_ngoài , em thích cô .",Vui vẻ
"giảng_viên nhiệt_tình , tận_tâm với công_việc , slide dễ hiểu , hoạt_động học_tập sôi_nổi .",Vui vẻ
"chú_ý giữ sức_khỏe , nhất là cổ_họng colonsmile .",Trung lập
"thầy tận_tâm , nhiệt_tình .",Vui vẻ
máy ở phòng thực_hành quá tệ .,Tức giận
thầy rất dễ_thương .,Vui vẻ
"giảng_viên nhiệt_tình , thân_thiện .",Vui vẻ
"thầy truyền_đạt rất tận_tình , dễ hiểu lượng bài_tập , nội_dung thi hợp_lý , vừa sức với sinh_viên .",Vui vẻ
giảng_viên nên đến đúng giờ hơn và cho nhiều bài_tập hơn .,Trung lập
"em thấy những nội_dung như_vậy rất mơ_hồ , có tính áp_đặt suy_nghĩ cho người học .",Buồn bã
"cần nâng_cấp máy_tính trong phòng thực_hành , nhiều kit de2 bị lỗi cần sửa_chữa hoặc thay mới .",Tức giận
em thấy môn này nhiều lý_thuyết không đáp_ứng đủ trong việc_làm đồ_án .,Buồn bã
tạo điều_kiện cho sinh_viên làm_việc nhóm .,Trung lập
phương_pháp dạy chưa hay .,Buồn bã
hay bị về trễ colonsad .,Buồn bã
cần dạy chi_tiết hơn .,Trung lập
cô giảng rất nhiệt_tình .,Vui vẻ
dạy rất chi_tiết và đầy_đủ những kiến_thức quan_trọng .,Vui vẻ
"đề thi thực_hành cần nêu yêu_cầu cụ_thể , rõ_ràng hơn .",Trung lập
giọng của giảng_viên rất khó nghe nên không_thể nghe giảng hết những điều thầy nói .,Buồn bã
"giảng_dạy hay , nhiệt_tình .",Vui vẻ
"giảng_viên biết cách truyền_đạt , giảng rất hay và dễ hiểu .",Vui vẻ
"dạy hơi nhiều , và hơi nhanh .",Buồn bã
nên tạo không_khí thoải_mái cho tiết học để sinh_viên dễ hiểu bài và thêm yêu thích môn_học của giảng_viên .,Trung lập
giảng_dạy tận_tâm .,Vui vẻ
"cả năm toàn học vòng lặp "" if "" "" for "" "" while "" đến bữa cuối mới lơ_mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó .",Buồn bã
"gần_gũi , thân_thiện với sinh_viên , khả_năng truyền_đạt kiến_thức tốt .",Vui vẻ
quá dễ dẫn đến buồn_ngủ .,Buồn bã
giảng_viên không có tính hài_hước .,Buồn bã
"vui_tính , nhiệt_tình .",Vui vẻ
"thầy vui_tính , giảng bài hay , đưa nhiều thông_tin thực_tế vào bài giảng .",Vui vẻ
thẩy wzjwz311 rất vui và nhiệt_tình .,Vui vẻ
giáo_viên giảng_dạy lôi_cuốn .,Vui vẻ
"nhiệt_tình , dễ gần , truyền_đạt tận_tâm .",Vui vẻ
phương_pháp truyền_đạt của giảng_viên chưa hiệu_quả lắm .,Buồn bã
giáo_viên chưa tạo được không_khí vui_vẻ trong lớp_học .,Buồn bã
thầy giúp em biết mạch số là gì .,Vui vẻ
có lúc thầy lạc_đề .,Buồn bã
thầy dạy hơi chậm .,Buồn bã
"lần được học thầy , thấm nhiều thứ quá .",Vui vẻ
nhiều phần trong slide bài giảng của giảng_viên không chính_xác .,Buồn bã
"môn_học cần phân_chia hợp_lý giữa các phần , phần_nào khó cần nhiều thời_gian để học nó , phần_nào đã học thì chỉ ra những điểm đặc_biệt cũng như thời_gian học_phần đó rút ngắn lại để các phần chưa học khác sẽ có thời_gian nhiều hơn .",Trung lập
"thực_hành đúng tiêu_chí môn_học , đi từ dễ đến khó cho sinh_viên học_tập từng bước dễ hiểu , giảng_viên tích_cực giải_đáp thắc_mắc và hỗ_trợ sinh_viên trong giờ thực_hành .",Vui vẻ
"dạy dễ hiểu , sâu_rộng .",Vui vẻ
"thầy dạy nhiệt_tình , vui_vẻ .",Vui vẻ
"thầy cực_kỳ tâm_lý , vui_tính , dạy nhiệt_tình và tận_tụy với học_trò .",Vui vẻ
thầy luôn chủ_động tạo tranh_luận và kiểm_tra bài_tập đầu giờ để sinh_viên dễ_dàng nắm_bắt kiến_thức .,Vui vẻ
"nội_dung tiết học còn lan_man , cảm_tưởng như thầy đang dạy về tiếng anh chuyên_ngành , chứ không đào_sâu về kỹ_thuật .",Buồn bã
