Sentence,Emotion
"per hồi nhỏ bị con đỉ này dí lòi lol 😂, bị cắn bầm đen muốn thúi thịt luôn cả tháng hơn mới hết . mà đươ ̣ c cái con này nuôi nó giữ nhà cửa hay , có nó không sợ ma quỷ gì hết",Sợ hãi
chắc ổng chỉ ngồi 1 chỗ và để móng lên bàn nv . chư tao nghĩ đi lại cũng khó,Tức giận
nó mới ghé nhà tao đây :)),Vui vẻ
nhìn mặt là cười phọt rồi,Vui vẻ
per cấm dừng đỗ đâu cụ thớt ???,Trung lập
đọc chả hiểu gì :( mất gốc rồi :(,Buồn bã
mạng lag chưa xem được nhưng vẫn vào bình luận 😍😍,Trung lập
"em vợ có thể ngủ với mẹ , còn anh thì ngủ với em 😂",Vui vẻ
cái giọng anh quay phim nghe ngọt quá 😘😘,Vui vẻ
đẹp đôi vãi 🤩,Vui vẻ
như con ma tơi có ngày ném cho cái cốc vào mặt thì đừng trách,Tức giận
"ổng để móng có 1 bàn tay thôi còn bàn tay kia vẫn sạch sẽ bình thường mà các cụ cứ hỏi chùi đít , đanh răng , quay tay kiểu gì là sao :))",Trung lập
chỉ thấy mất dạy,Tức giận
vì nó biết mày còn 2 quả thận thôi con ạ . rửa mặt đi :vậy,Tức giận
tiền cắt tóc như kia đủ mua giày rồi :v,Buồn bã
"trên phim thôi . ngoài đời thì đứa con gái uống xong ngất luôn , hôm sau thì bị bán mẹ sang trung quốc",Trung lập
đấy cổ tích như thế có mà dân lại ngồi hết lên đầu pháp luật . tai nạn tăng không ngừng nghỉ ấy chứ .,Tức giận
"nếu không có lòng yêu thương , thì đừng nuôi",Tức giận
định mệnh gớm vãi 🤮🤮🤮,Tức giận
kiểu xem đứa nào thắng !,Trung lập
"èo , ngọt quá đi",Vui vẻ
lấy vợ xong bị tàn phá là có thật 😆 béo vãi_chưởng,Tức giận
nếu người ta sai thì gọi công an xử lý còn không thì bạn không có quyền nhé,Tức giận
t thề hồi nhỏ qua nhà ông hàng xóm vá xe tao bị con ngỗng dí chạy xúc quần quanh nhà ổng vừa chạy vừa la làng tới giờ nhớ lại vẫn còn hãi 😧😧😧,Sợ hãi
nó bướng vãi . cứ làm theo ý mình,Tức giận
nghe như hát trầu văn,Tức giận
đúng rồi mà kệ nó tao đéo quan tâm . chụp cho ai thì chụp,Trung lập
nhà có người già vui thật nhỉ 🤣👍,Vui vẻ
tao nấu củi chưa nấu bằng rơm bao giờ 😪,Trung lập
bếp dầu trước kia tôi đã thuờg dùng,Trung lập
ngọc ngọc đồng nghiệp tốt,Trung lập
đời tao ghét con súc sinh này vãi .. nhiều khi tao tự vấn tao làm gì sai mà mỗi lần tao đi qua nó là y như rằng tao phải chạy như chó chứ không thể nào hiên ngang đi 1 cách như người bình thường,Tức giận
"ờ phải rồi , nói hay lắm . đến lúc nó đậu trước cửa nhà mình cả ngày xem có nhảy lên như khỉ đỏ đít không ?",Tức giận
tạm biệt sếp và mong sớm có ngày sếp quay lại ...,Trung lập
tao dễ thương nhưng vẫn ế đây này mơ mộng ít thôi,Buồn bã
"má , dume cười ỉa :))))",Vui vẻ
bà mẹ tháng cô hồn nghèo rớt mồng tơi mà cứ chiếu phim tiền đâu mà coi trời oi là troi,Tức giận
bị rồi nè :))) mua 6 ly rớt hết 4 ly,Trung lập
"đây là 1 câu chuyện buồn đó , đừng có haha nha per",Tức giận
chảy cả nói chuyện mắt,Trung lập
là tôi tôi cũng tát vỡ mồm nó ~~,Tức giận
per ngôn tình luôn ở quanh ta nhưng nó đéo đến với chúng ta 😏,Buồn bã
rồi lỡ ai có bầu mà đi qua không biết nhảy kiểu gì nữa 😂😂,Vui vẻ
nghe mát lòng mát gan thế ????,Vui vẻ
tao đang xem cái gì vậy,Trung lập
sợ đến lúc đó muốn lấy vợ phải sang nước khác nhập khẩu về quá,Sợ hãi
nhiều khi cũng muốn chọc cho người yêu giận nhưng mới nhớ ra mình đéo có người yêu 😌,Buồn bã
nguy hiểm thật,Sợ hãi
"ok hay quá , dùng điện này thôi",Vui vẻ
ơ tao đang mơ 🤩,Vui vẻ
chủ tịch rả vờ ngu và cái kết đừng bao rờ khinh thường người khác 😂😂,Tức giận
"per ăn tết xong , cần cây cầu này để giảm cân 😆😆",Vui vẻ
loại dâm ô nam sinh này cần phải tử hình để làm gương cho người khác .,Tức giận
:))) 1 phần của bài quyền là phải gẫy gậy và té sấp mặt luôn để đỡ bị đối phương đâm lòi phèo,Buồn bã
chắc chắn người pháp sẽ khôi phục lại được . tin là như thế,Trung lập
per á đông có đồng nghiệp như hiệp suốt ngày rủ đi vệ sinh cùng ghê vãi,Tức giận
đm nhìn ngầu vãi,Vui vẻ
chuẩn luôn khi ở công tình yêu toàn là các anh chị em đồng nghiệp tốt he he,Vui vẻ
với tôi là gia đình và sự hận thù .,Trung lập
người ta gọi là ngu mà cứ đâm đầu vào đấy :),Tức giận
tỉnh táo đi em !,Trung lập
bếp dầu thời bao cấp,Trung lập
agribank thu nhập bằng phong phì thì bố thằng nào biết được mà cập nhật,Tức giận
crush ai thì cờ rớt chứ đừng cờ rớt mấy mẹ bán hàng online với làm bất động sản chúng mày nhé :3,Trung lập
nhà tao cũng gần mà tao không bao giờ dám đi đêm,Sợ hãi
kiểu gì chả chết ? đá to như kia thoát sao nổi ?,Buồn bã
không muốn huhu,Buồn bã
ông trời cho mình lũ bạn cờ hó quá ấy mà :),Vui vẻ
dự định tao là 28 nhưng giờ mà có bồ là bắt cưới luôn chớ sợ ế haha,Vui vẻ
chọn cây đẹp đẹp rồi để các bạn trẻ đổ xô đến vì hiếu kỳ lại gây tắc đường à dume,Tức giận
biết là đau lòng nhưng sao bản thân vẫn muốn biết nó,Buồn bã
per mang võng ra không lại tủi không thể ngồi,Trung lập
đóng của trường đi bắt bỏ tù loai người xấu xa : ham lợi nhuận : lừa đảo phụ huynh lấy tiền,Tức giận
như 1 canh bạc ấy nhỉ @@,Trung lập
chợt nhận ra mình chưa từng thích thầm ai trong lớp,Trung lập
cây này quê tao nhiều lắm nhé . mùa này đi rừng hay gặp nhiều này,Trung lập
dume mặc dù tao rất yêu chó nhưng tao cũng sợ chó nữa :((,Sợ hãi
"không biết khuyên thế nào , nhưng chỉ cần bình tĩnh 1 xíu , dù gì thì cũng đừng tự sát , đời người chỉ sống 1 lần thôi ...",Buồn bã
tao bực mày lắm rồi đấy,Tức giận
crush tao mất rồi .,Buồn bã
cái thứ tình yêu bọ xít :)),Tức giận
"ngày xưa nhà nuôi mấy con điên này cái giọng thì đã khó nghe thì chớ suốt ngày ngoạc ra , hễ về đến nhà là thấy giọng bọn n đầu tiên . xong cho ăn , rõ ràng là cho n ăn đàng hoàng mà đến n + 1 lần bị n mổ với đuổi bợt mạng . chốt là tao ghét cái bọn nì dã man . ám ảnh cả 1 tuổi thơ :(( cái thứ yêu nghiệt .",Sợ hãi
cặp này lầy mà dễ thương,Vui vẻ
per mặc dù biết ngôn tình tàu khựa toàn xạo chó nhưng cầu hôn có não thật ^^,Tức giận
"đừng so nó với chó ., vì chó nhà tao cũng từng bị nó cắn rồi 🤧. nó đéo ' sợ bố con thằng nào cả .",Tức giận
địt mẹ mấy thằng nhà quê,Tức giận
vãi chả phơi hết tim gan phèo phổi @@,Tức giận
cảnh thì dõ đẹp mà nhìn nước ô nhiễm quá,Tức giận
thích nấu lúc nào cũng được,Trung lập
"mấy con đĩ xạo lồn tao thấy mà tao tức á , chia bè phái ra làm rầm rầm rộ rộ",Tức giận
cái chứng minh hình kia dễ vãi . cứ vẽ hình lên bài xong người chấm điểm người ta thấy là biết chứ sao :)),Vui vẻ
đm quả gật đầu quả quyết vãi 😂,Vui vẻ
bốc toàn trúng may mắn lần sau,Buồn bã
nước tớ nhiều thành phần hãm lồn thế đấy các bạn ạ . tớ gặp là tớ còn ghét nữa là các bạn nước ngoài,Tức giận
cẩn thận móc túi trộm nhé anh chị em .,Trung lập
đoạn cuối yêu mún chết,Vui vẻ
hahahaha,Vui vẻ
cuộc đời bà đã nấu hơn 50 nồi bánh chưng rồi nhưng bà chưa bao giờ thấy ai cắt tóc ngắn đi mà xinh như thế này các cháu ạ .,Vui vẻ
"mày vã quá rồi đấy , sang lên chứ 🙄",Trung lập
"e ấy đang khóc , nhưng vì hàm răng không thể thụt vào nên mọi người nghĩ là em đang cười :))))",Vui vẻ
per ôi cái bếp một thời chinh chiến,Vui vẻ
vl mồm thì chửi người ta nhem nhẻm ra xong cứ bảo người ta mất dậy :)) chị kia đã chửi được câu đéo nào đâu mà nó cứ bảo mất dậy . đâm hỏng xe người ta xong còn đòi đọ lồn :))))) bố mày lậy . phải tao là tao sút cho tung con mẹ mày cái lồn già lên rồi cho mất dậy cả thể . cứ cậy đẻ 5 lứa rồi lồn rộng mép dài ra đường bắt nạt đứa lồn bé hơn,Tức giận
"trời mẹ phim gì vậy thớt ơi , cười ná thở",Vui vẻ
nhưng công nhận nhìn ngáo cỏ yêu thật =)),Vui vẻ
ăn mà không biết dọn .,Tức giận
tao được thấy nói chuyện mắt của bố tao khi tao bệnh và khi tao lấy chồng,Buồn bã
mày ăn cứt hay sao ngu thế hả,Tức giận
chia buồn với gã lưng gù 😥😢,Buồn bã
tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,Buồn bã
tác phẩm nghệ thuật chất lượng cao hiếm hoi của điện ảnh việt nam nhưng không được công chúng quê nhà đón nhận,Buồn bã
thực ra em mới đang phải là sự lựa chọn chứ không phải là người được lựa chọn đâu 😌.,Buồn bã
"per trong vòng 4 tháng chắc anh chụp hơn trăm tấm , huhu , sợ quá 😱😱😱😢😢😢",Sợ hãi
"tui ở tuy hòa , phú yên mà chả nhận ra luôn .",Buồn bã
"có ai lần đầu bắn kéo ngược ra phía trước đạn bay vào mặt giống tao không , đau điếng",Buồn bã
cô gái này thật dễ thương “ anh cứ nhắm mắt làm đại một lần thôi mà “ 😂😂,Vui vẻ
mới ra mà nắm bắt nhanh thế,Trung lập
"chị thích con gái mạnh mẽ , cá tính .",Vui vẻ
tô ́ tao nhất là chết luôn đi ko chết sau này lại ngáo kéo theo người kha ́ c thì khổ .,Tức giận
cho bỏ cái ngu đậu xe ẩu tả .,Tức giận
buôn bỏ nhưng tình cảm ko thuoc về mình nua . bat đầu kiem tiên,Buồn bã
"thanh diễm giờ tao hiểu tại sao cứ sáng vô là tao trông tới đi về , đầu tuần trông tới cuối tuần và đầu tháng trông tới cuối tháng rồi 🤣🤣🤣🤭",Vui vẻ
người gì đâu mà dễ thương quá chờiiiii,Vui vẻ
nhìn mặt nó nhăn nhó khó chịu vãi,Tức giận
nhưng sạn quá . ma mà sao lúc đầu có bóng của cánh tay vậy .???,Trung lập
đừng tưởng nó nói yêu mày là yêu mày thật :))),Trung lập
vì những thành phần như bạn mà page cứ phải khoá bình luận cho trong sạch đấy . thật là giông bão 😌,Tức giận
thân gửi mấy má bán combo quà độn xốp với mấy cha có ý định tặng 😂😂,Tức giận
t đi lộn lớp rồi,Trung lập
chuẩn bị prayforparis thôi 23 tuần kể từ khi phe áo vàng làm loạn rồi mà vẫn chưa dẹp được .,Buồn bã
ở dơ vãi - _ -,Tức giận
sinh viên năm 3 rồi nhưng vẫn chưa định hướng ra trường làm cái giống gì đây :(,Buồn bã
cái máy nghe nhạc nè,Trung lập
ra xong bảo anh ý ship em về nhà luôn được không . xe em bị hỏng mất tiêu rồi =)),Vui vẻ
t đu ́ theo thôi :v tao biê ́ tao thư ̀ anh no ́ la ̀ shipper,Vui vẻ
các bác bình luận ở đây cũng có khác gì họ đang ngồi chửi nhà nước không,Tức giận
"con nghiệt súc này mỗi lần tao đi đá bóng là 2 vợ chồng nó dí theo cắn bầm hết chân , thứ này thù dai kinh khủng , chiều nào nó cũng khởi động cho tao trước khi đá bóng ... con mẹ nó giờ tao lớn rồi , tay nghề nấu nướng cũng không tệ gặp mà dí theo là xác định tao quay nó vàng ương luôn =]]",Vui vẻ
nấu kiểu này ngon lắm luôn 😋😋,Vui vẻ
per thích quáaaaa,Vui vẻ
mấy ai chứng minh được điều đó 😍,Trung lập
thằng ben thật tội nghiệp,Buồn bã
yêu quá nè nè,Vui vẻ
có ai như tao không . chả thích đi đền chùa vì nhiều lí do ??,Trung lập
tiền bạc là phù du ... nhiêu đó cho luôn 😂😂😂😂😂,Trung lập
mong anh có thể đạt được ước mơ của mình .... cố lên,Vui vẻ
ai muốn đi thái hè này với tôiii nào cũng chim ưng phết đấyy :))),Vui vẻ
má nó điên đến mức này rồi à,Tức giận
muối nhà mày mua chỗ khác rồi hay s thiếu mặn z :)),Tức giận
con gái con đứa thứ gì vô duyên không mặc cả quần lót,Tức giận
bếp dầu chứ có gì mà không biết,Trung lập
uiiiii hay vì n đổ ra sàn mà n đổ đầy mồm thì pheee,Vui vẻ
tao đã bị nó làm cho lầm tưởng rồi . tao thật ngu ngốc - _ -,Buồn bã
cái kết xàm lông thiệt :)),Tức giận
bọn nè phạt nặng .,Tức giận
đẹp trai thật .,Vui vẻ
tao thấy buồn cười vãi :)),Vui vẻ
không pha ̉ i ki ̀ thi ̣ ma ̀ gơ ́ mày vãi,Tức giận
mấy góc cầu bị bể là thành quả của mấy đứa mập chân ngắn để lại à ....,Trung lập
lũ bảo vệ nhìn vô dụng nhỉ :v quanh đó có gì xảy ra còn del biết thì làm bảo vệ làm cái gì ?,Tức giận
"trải qua một cuộc bể dâu , rồi bể ong ???? lót dép hóng :v",Vui vẻ
per chắc tao nên làm quả móng chân xoắn ốc dài nhất thế giới :))),Trung lập
tui nhớ anh quá à :(((,Buồn bã
"per ít bửa đi coi , trailer thấy hấp dẫn quá",Vui vẻ
ai cũng vậy thôi con rắn mình đánh nó thì nó chạy chứ làm quá thì nó cũng quay đầu lại cắn . đó là quy luật cuộc sống . đừng thấy tao im mà làm tới,Tức giận
mang anh này về nhà luôn được không 😻,Vui vẻ
cả tuổi trẻ bỏ công cày . có cơ ngơi ổn định . r về già con cháu đuổi ra đường bắt đầu 2 bàn tay trắng . đời 😅😅,Buồn bã
"chỉ cần đủ quan trọng , họ sẽ làm tất cả những gì bạn thấy vui .",Trung lập
thì nhìn đám học sinh trong lớp là biết cô dạy kiểu gì rồi đấy .,Tức giận
hiện tại mình chưa người yêu bạn nam nào chưa có người yêu thì lo cua mình đi nhá đến khi mình có người yêu rồi thì đừng hối hận đấy huhu,Buồn bã
cứ thấy cute cưng cưng sao á .... có ai thấy giống per như tao không ??,Vui vẻ
má thằng phi đen có gấu ngon phết ... vậy mà nó nở lòng bỏ con ta chạy trước ... tao đéo bít bao công mà lấy bạch tuyến đẻ ra cái gióng gì nửa ...,Tức giận
